ã;8276;nr
â;3183;nr
taire;1307;ver
rã;1304;nr
dã;1298;nr
mã;881;nr
docteur;831;nom
tã;812;nr
r;773;adv
tre;751;nr
prã;584;nr
sarcany;567;nr
lã;522;nr
venir;486;ver
bathory;477;nr
pierre;460;nom
pã;437;nr
pointe;420;nom
oã;420;nr
toronthal;416;nr
aller;405;ver
pescade;400;nr
sandorf;387;nr
pondit;379;nr
aprã;364;nr
eã;353;nr
comte;323;nom
cap;323;nom
antã;319;nr
silas;318;nr
voir;299;ver
homme;299;nom
heure;291;nom
prendre;290;ver
matifou;270;nr
rent;267;nr
cã;256;nr
sava;251;nr
taient;248;nr
jour;244;nom
fã;232;nr
sã;224;nr
hã;223;nr
maison;217;nom
kirtt;216;nr
grand;214;adj
trã;209;nr
demander;207;ver
ville;189;nom
ferrato;187;nr
zirone;184;nr
mettre;181;ver
nã;179;nr
petit;176;adj
jeune;175;adj
reprendre;174;ver
moment;173;nom
attendre;171;ver
vã;166;nr
fille;165;nom
trouver;164;ver
fois;164;nom
suivre;159;ver
mathias;159;nr
porte;156;nom
mer;155;nom
donner;153;ver
main;150;nom
luigi;150;nr
rester;147;ver
carpena;146;nr
banquier;146;nom
entendre;140;ver
raguse;138;nr
compagnon;138;nom
temps;132;nom
jã;131;nr
trieste;130;nr
res;129;nr
parler;129;ver
laisser;129;ver
doute;129;nom
nom;128;nom
mort;128;nom
passer;125;ver
seul;124;adj
mot;124;nom
sentir;122;ver
connaître;122;ver
rendre;120;ver
effet;120;nom
tenir;118;ver
intã;118;nr
perdre;115;ver
crier;114;ver
arrã;114;nr
arriver;113;ver
zathmar;111;nr
vie;109;nom
pied;109;nom
quitter;107;ver
port;107;nom
mentir;107;ver
coup;107;nom
gã;106;nr
instant;105;nom
fils;105;nom
tres;104;nr
bord;104;nom
ami;104;nom
travers;103;nom
part;103;nom
ouvrir;103;ver
arrivã;103;nr
pays;102;nom
soir;99;nom
servir;99;ver
derniã;97;nr
long;96;adj
gouverneur;96;nom
eau;96;nom
page;95;nom
nuit;95;nom
kirtta;95;nr
devenir;95;ver
andrã;95;nr
affaire;95;nom
milieu;92;nom
place;91;nom
haut;91;adj
route;90;nom
revenir;89;ver
fond;89;nom
marier;88;ver
lettre;87;nom
ladislas;87;nr
comprendre;87;ver
sortir;86;ver
femme;86;nom
atteindre;86;ver
passã;84;nr
peine;83;nom
agir;83;ver
tat;82;nr
force;82;nom
chambre;82;nom
grã;80;nr
ordre;79;nom
namir;77;nr
dernier;77;adj
chercher;77;ver
tendre;76;ver
rue;76;nom
roche;75;nom
extrã;75;nr
entrer;75;ver
billet;75;nom
che;74;nr
permettre;73;ver
littoral;73;adj
bã;73;nr
situation;72;nom
premier;72;adj
apprendre;72;ver
sorte;71;nom
regarder;71;ver
cheur;71;nr
secret;70;nom
partie;70;nom
aussitã;70;nr
partir;69;ver
fortune;69;nom
espagnol;69;nom
bras;68;nom
ter;67;adv
sembler;67;ver
possible;67;adj
oeil;67;nom
maã;67;nr
chose;67;nom
bientã;67;nr
misã;65;nr
craindre;65;ver
agent;65;nom
premiã;64;nr
riche;63;adj
porter;63;ver
ur;62;nr
tomber;62;ver
terre;62;nom
occuper;62;ver
nouveau;62;adj
couvrir;62;ver
cas;62;nom
vivre;61;ver
public;61;adj
lieu;61;nom
garder;61;ver
ignorer;60;ver
yacht;59;nom
grille;59;nom
compter;59;ver
tour;58;nom
pondre;58;ver
fugitif;58;nom
seulement;57;adv
regard;57;nom
raison;57;nom
mouvement;57;nom
descendre;57;ver
voilã;56;nr
vieux;56;adj
soin;56;nom
lever;56;ver
famille;56;nom
condition;56;nom
chã;56;nr
borik;56;nr
rieur;55;adj
mariage;55;nom
fenã;55;nr
crã;55;nr
convenir;55;ver
ancien;55;adj
quai;54;nom
penser;54;ver
parvenir;54;ver
monde;54;nom
å;53;nr
rire;53;ver
quittã;53;nr
question;53;nom
conduire;53;ver
circonstance;53;nom
arriã;53;nr
observer;52;ver
large;52;adj
inquiã;52;nr
goã;52;nr
argent;52;nom
reã;51;nr
rement;51;nr
rable;51;nr
jeu;51;nom
courant;51;nom
produire;50;ver
moyen;50;nom
monter;50;ver
condamnã;50;nr
voix;49;nom
plutã;49;nr
feu;49;nom
exã;49;nr
courir;49;ver
vent;48;nom
ve;48;nr
nombre;48;nom
minute;48;nom
marcher;48;ver
manquer;48;ver
impossible;48;adj
gravosa;48;nr
donnã;48;nr
ceuta;48;nr
arabe;48;nom
vivant;47;adj
travail;47;nom
sicile;47;nr
pensã;47;nr
cher;47;adj
bas;47;adj
stradone;46;nr
restã;46;nr
reconnaître;46;ver
mur;46;nom
matin;46;nom
fer;46;nom
donjon;46;nom
connaã;46;nr
besoin;46;nom
simple;45;adj
service;45;nom
navire;45;nom
embarcation;45;nom
cå;45;nr
compte;45;nom
ajouter;45;ver
suffire;44;ver
souvenir;44;ver
retrouver;44;ver
parole;44;nom
hasard;44;nom
enfant;44;nom
conspiration;44;nom
commenã;44;nr
traã;43;nr
offrir;43;ver
marocain;43;adj
diterranã;43;nr
aperã;43;nr
voiture;42;nom
uvre;42;nr
remettre;42;ver
rapide;42;adj
province;42;nom
mourir;42;ver
importer;42;ver
frã;42;nr
endroit;42;nom
disposition;42;nom
di;42;nr
chemin;42;nom
canal;42;nom
air;42;nom
tuan;41;nr
sence;41;nr
projet;41;nom
police;41;nom
opã;41;nr
mitã;41;nr
maniã;41;nr
jeter;41;ver
heureux;41;adj
guã;41;nr
complice;41;nom
chef;41;nom
briser;41;ver
adriatique;41;adj
somme;40;nom
sol;40;nom
retenir;40;ver
poste;40;nom
portã;40;nr
piã;40;nr
noir;40;adj
montrer;40;ver
malte;40;nr
lette;40;nom
golfe;40;nom
but;40;nom
arbre;40;nom
rovigno;39;nr
rejoindre;39;ver
paraître;39;ver
lire;39;ver
idã;39;nr
bruit;39;nom
trace;38;nom
savarã;38;nr
reconnaã;38;nr
prisonnier;38;nom
plein;38;adj
pisino;38;nr
jetã;38;nr
ge;38;nr
faã;38;nr
droit;38;nom
difficile;38;adj
cri;38;nom
chance;38;nom
cattaro;38;nr
trouvã;37;nr
parã;37;nr
nes;37;nr
mauvais;37;adj
jouer;37;ver
gros;37;adj
gens;37;nom
emparer;37;ver
chapper;37;nr
tripolitaine;36;nr
soupã;36;nr
saisir;36;ver
parer;36;ver
ligne;36;nom
levã;36;nr
garã;36;nr
diriger;36;ver
casa;36;nom
annã;36;nr
visite;35;nom
vide;35;adj
veille;35;nom
valoir;35;ver
poque;35;nom
occasion;35;nom
norme;35;nom
nature;35;nom
mois;35;nom
franchir;35;ver
envoyã;35;nr
capitaine;35;nom
beau;35;adj
battre;35;ver
appeler;35;ver
steam;34;nr
rapidement;34;adv
plan;34;nom
face;34;nom
entraã;34;nr
dieu;34;nom
corps;34;nom
considã;34;nr
cidã;34;nr
artenak;34;nr
unir;33;ver
table;33;nom
senoã;33;nr
risquer;33;ver
refuser;33;ver
prouver;33;ver
personnage;33;nom
lumiã;33;nr
inglese;33;nr
indiquer;33;ver
gendarme;33;nom
fin;33;nom
disparaître;33;ver
direction;33;nom
cution;33;nr
appartenir;33;ver
ts;32;nr
tranger;32;nr
surprendre;32;ver
salon;32;nom
rieux;32;adj
ration;32;nom
propos;32;nom
pigeon;32;nom
nouvelle;32;adj
immã;32;nr
fuir;32;ver
europe;32;nr
entrã;32;nr
catane;32;nr
asseoir;32;ver
approcher;32;ver
allã;32;nr
videmment;31;nr
sujet;31;nom
suivant;31;adj
sentiment;31;nom
rivage;31;nom
retourner;31;ver
preuve;31;nom
pousser;31;ver
personnel;31;adj
lot;31;nom
justice;31;nom
forme;31;nom
fermer;31;ver
espã;31;nr
danger;31;nom
complã;31;nr
campagne;31;nom
bout;31;nom
bouche;31;nom
blanc;31;adj
apercevoir;31;ver
tirer;30;ver
salle;30;nom
quartier;30;nom
profond;30;adj
pauvre;30;adj
paraã;30;nr
honneur;30;nom
fermã;30;nr
expã;30;nr
existence;30;nom
demeurer;30;ver
cimetiã;30;nr
calme;30;nom
bande;30;nom
attirer;30;ver
abandonner;30;ver
principal;29;adj
population;29;nom
oublier;29;ver
nombreux;29;adj
murmurer;29;ver
italien;29;adj
gardien;29;nom
franã;29;nr
former;29;ver
essayer;29;ver
delã;29;nr
continuer;29;ver
contenir;29;ver
colonie;29;nom
coin;29;nom
clair;29;adj
changer;29;ver
